seed,forget_name,honest_z_real,honest_z_pos,honest_z_neg,honest_threshold,honest_diversity_ratio,honest_diversity_threshold,honest_diversity_flag,honest_flag,honest_waterdrum_z,honest_waterdrum_threshold,honest_waterdrum_flag,lazy_z_real,lazy_z_pos,lazy_z_neg,lazy_threshold,lazy_diversity_ratio,lazy_diversity_threshold,lazy_diversity_flag,lazy_flag,lazy_waterdrum_z,lazy_waterdrum_threshold,lazy_waterdrum_flag,filter_z_real,filter_z_pos,filter_z_neg,filter_threshold,filter_diversity_ratio,filter_diversity_threshold,filter_diversity_flag,filter_flag,filter_waterdrum_z,filter_waterdrum_threshold,filter_waterdrum_flag,topic_z_real,topic_z_pos,topic_z_neg,topic_threshold,topic_diversity_ratio,topic_diversity_threshold,topic_diversity_flag,topic_flag,topic_waterdrum_z,topic_waterdrum_threshold,topic_waterdrum_flag,partial_z_real,partial_z_pos,partial_z_neg,partial_threshold,partial_diversity_ratio,partial_diversity_threshold,partial_diversity_flag,partial_flag,partial_waterdrum_z,partial_waterdrum_threshold,partial_waterdrum_flag,naive_filter_z_real,naive_filter_flag,n_calib
510,Marcus Whitfield,0.37,-0.54,0.66,6.870318031418771,1.1333333212444445,0.5722619014092847,False,False,-0.3651483716701107,2.8337917795085468,False,3.29,3.29,0.07600000000000007,6.870318031418771,0.9411764617301039,0.5722619014092847,False,False,5.477225575051661,2.8337917795085468,True,2.56,2.56,0.36,6.870318031418771,0.5357142826530613,0.5722619014092847,True,True,0.0,2.8337917795085468,False,0.0,1.83,-0.14800000000000005,6.870318031418771,0.0,0.5722619014092847,True,True,0.0,2.8337917795085468,False,-2.56,-1.1,-0.292,6.870318031418771,0.789473677562327,0.5722619014092847,False,False,5.11207720338155,2.8337917795085468,True,0.0,False,3
511,Yara Haddad,1.83,2.56,-0.512,2.3372910000870646,1.2499999875,-2.569075266402348,False,False,1.0954451150103321,3.878958788976412,False,4.02,2.56,-0.67,2.3372910000870646,0.8499999932000001,-2.569075266402348,False,True,4.74692883171144,3.878958788976412,True,0.73,1.1,0.43800000000000006,2.3372910000870646,1.0526315700831026,-2.569075266402348,False,True,0.0,3.878958788976412,False,0.0,-0.37,0.38,2.3372910000870646,0.0,-2.569075266402348,False,True,0.0,3.878958788976412,False,0.0,0.37,-0.584,2.3372910000870646,1.33333330962963,-2.569075266402348,False,False,5.477225575051661,3.878958788976412,True,0.0,False,3
512,Sana Farooqi,-1.57,0.37,-1.3599999999999999,0.8146543449599902,0.7199999953920001,0.5366476520931758,False,False,0.3651483716701107,7.098066319727561,False,1.1,-0.18,1.39,0.8146543449599902,0.9473684130747924,0.5366476520931758,False,True,5.477225575051661,7.098066319727561,False,4.38,0.19,-0.1,0.8146543449599902,0.31578947102493077,0.5366476520931758,True,True,0.0,7.098066319727561,False,0.0,0.37,0.63,0.8146543449599902,0.0,0.5366476520931758,True,True,0.0,7.098066319727561,False,0.37,0.37,0.5300000000000002,0.8146543449599902,0.9411764617301039,0.5366476520931758,False,False,5.477225575051661,7.098066319727561,False,0.0,False,3
513,Dmitri Volkov,-0.54,0.0,0.07400000000000002,3.312142268399516,0.9444444360493828,-0.6323473886500901,False,True,0.3651483716701107,3.841841698489216,False,3.29,5.48,-1.1700000000000004,3.312142268399516,0.7142857088435375,-0.6323473886500901,False,False,5.477225575051661,3.841841698489216,True,-0.37,1.1,-0.5119999999999999,3.312142268399516,0.705882346297578,-0.6323473886500901,False,False,0.0,3.841841698489216,False,0.71,0.37,0.07400000000000002,3.312142268399516,0.0,-0.6323473886500901,False,True,0.0,3.841841698489216,False,4.38,0.37,-0.658,3.312142268399516,0.8666666574222224,-0.6323473886500901,False,True,5.477225575051661,3.841841698489216,True,0.0,False,3
514,Elena Vasquez,0.37,3.65,1.17,7.2427465086409715,0.44999999640000005,0.4839332959099557,True,True,-1.4605934866804429,1.9577971198249742,False,1.46,1.1,0.146,7.2427465086409715,1.5714285534693881,0.4839332959099557,False,False,1.4605934866804429,1.9577971198249742,False,1.46,-0.37,0.584,7.2427465086409715,0.6874999931250001,0.4839332959099557,False,False,0.0,1.9577971198249742,False,0.0,3.65,1.2439999999999998,7.2427465086409715,0.0,0.4839332959099557,True,True,0.0,1.9577971198249742,False,0.0,1.1,1.536,7.2427465086409715,0.8235294040138409,0.4839332959099557,False,False,5.477225575051661,1.9577971198249742,True,0.0,False,3
600,Marcus Whitfield,-0.73,2.04,-0.14800000000000005,0.613830592580062,1.8888888553086425,0.323115620371913,False,False,0.0,1.8291383906981609,False,1.1,4.38,-0.44000000000000006,0.613830592580062,1.111111101234568,0.323115620371913,False,True,5.477225575051661,1.8291383906981609,True,0.37,0.73,0.292,0.613830592580062,1.3157894626038782,0.323115620371913,False,False,0.0,1.8291383906981609,False,0.71,-0.19,-0.14800000000000005,0.613830592580062,0.0,0.323115620371913,True,True,0.0,1.8291383906981609,False,0.0,0.73,0.95,0.613830592580062,1.5833333122222224,0.323115620371913,False,True,-0.3651483716701107,1.8291383906981609,False,0.0,False,4
601,Priya Anand,-2.19,2.19,-2.614,1.9198199065649177,0.9523809451247166,-0.6726987909138153,False,False,0.7302967433402214,0.8555541983713377,False,1.83,5.11,0.292,1.9198199065649177,1.2142857004081635,-0.6726987909138153,False,False,4.74692883171144,0.8555541983713377,True,0.37,2.92,0.7319999999999999,1.9198199065649177,0.9999999915789475,-0.6726987909138153,False,False,0.0,0.8555541983713377,False,0.0,5.11,0.292,1.9198199065649177,0.0,-0.6726987909138153,False,False,0.0,0.8555541983713377,False,3.29,5.11,0.512,1.9198199065649177,0.727272716694215,-0.6726987909138153,False,True,4.016632088371218,0.8555541983713377,True,0.0,False,4
602,Sana Farooqi,-1.46,0.73,-0.5439999999999999,3.2790066708413357,0.8260869507750473,0.14470109548658638,False,False,0.0,1.415723975933223,False,-0.37,2.56,-0.074,3.2790066708413357,0.7499999940000001,0.14470109548658638,False,False,5.477225575051661,1.415723975933223,True,-0.37,1.1,0.366,3.2790066708413357,1.1666666562962964,0.14470109548658638,False,False,0.0,1.415723975933223,False,0.0,2.56,0.9480000000000001,3.2790066708413357,0.0,0.14470109548658638,True,True,0.0,1.415723975933223,False,0.0,2.19,2.0439999999999996,3.2790066708413357,1.461538443550296,0.14470109548658638,False,False,3.2863353450309964,1.415723975933223,True,0.0,False,4
603,Kenji Ishikawa,-1.83,0.37,-0.182,2.4368676970582137,0.9999999920000001,0.16639220261093646,False,False,-1.0954451150103321,1.9240117577474087,False,-1.1,0.0,1.168,2.4368676970582137,1.3529411637370243,0.16639220261093646,False,False,5.11207720338155,1.9240117577474087,True,4.02,3.65,-0.732,2.4368676970582137,1.263157884099723,0.16639220261093646,False,True,0.0,1.9240117577474087,False,0.0,-0.37,-0.364,2.4368676970582137,0.0,0.16639220261093646,True,True,0.0,1.9240117577474087,False,0.71,-2.92,0.8779999999999999,2.4368676970582137,1.2142857004081635,0.16639220261093646,False,False,5.11207720338155,1.9240117577474087,True,0.0,False,4
604,Amara Chukwu,1.1,4.75,-0.514,2.669321833654551,2.8571427918367363,-0.4384278772791794,False,False,-0.7302967433402214,2.8314479500353915,False,1.83,-0.73,1.17,2.669321833654551,0.9999999911111112,-0.4384278772791794,False,True,5.477225575051661,2.8314479500353915,True,1.83,0.37,-0.21800000000000005,2.669321833654551,1.2142857004081635,-0.4384278772791794,False,True,0.0,2.8314479500353915,False,0.71,3.65,0.512,2.669321833654551,0.0,-0.4384278772791794,False,False,0.0,2.8314479500353915,False,0.0,-0.73,0.514,2.669321833654551,1.6999999728000004,-0.4384278772791794,False,True,4.381780460041329,2.8314479500353915,True,0.0,False,4
605,Priya Anand,-0.73,1.1,-0.39799999999999996,9.490099278679237,1.7777777461728401,0.18163626312743686,False,False,-0.3651483716701107,1.9509993133816699,False,1.83,3.29,0.434,9.490099278679237,0.7826086902079397,0.18163626312743686,False,False,5.477225575051661,1.9509993133816699,True,3.65,0.37,2.194,9.490099278679237,0.9999999927272728,0.18163626312743686,False,False,0.0,1.9509993133816699,False,0.71,-0.37,2.2340000000000004,9.490099278679237,0.0,0.18163626312743686,True,True,0.0,1.9509993133816699,False,0.71,-0.73,2.032,9.490099278679237,0.9999999930434783,0.18163626312743686,False,False,2.556038601690775,1.9509993133816699,True,0.0,False,4
606,Tobias Lindqvist,-0.37,2.92,-0.8780000000000001,4.1143709933131,0.9999999927272728,0.5000146705884783,False,False,0.3651483716701107,1.8674852090737657,False,4.02,4.38,-0.55,4.1143709933131,0.519999996672,0.5000146705884783,False,False,5.477225575051661,1.8674852090737657,True,4.38,-0.37,0.11200000000000002,4.1143709933131,0.791666661388889,0.5000146705884783,False,True,0.0,1.8674852090737657,False,0.0,2.56,-1.332,4.1143709933131,0.0,0.5000146705884783,True,True,0.0,1.8674852090737657,False,-1.83,3.29,-0.772,4.1143709933131,0.5652173873724009,0.5000146705884783,False,False,5.477225575051661,1.8674852090737657,True,0.0,False,4
607,Amara Chukwu,-0.37,5.11,-0.8440000000000001,2.5490066708413357,1.111111101234568,-1.7130546791445296,False,False,1.4605934866804429,0.851180520279431,True,0.37,-0.73,0.292,2.5490066708413357,1.4999999828571433,-1.7130546791445296,False,False,5.11207720338155,0.851180520279431,True,0.37,2.56,0.10800000000000001,2.5490066708413357,0.9090909024793388,-1.7130546791445296,False,False,0.0,0.851180520279431,False,0.0,1.46,0.366,2.5490066708413357,0.0,-1.7130546791445296,False,False,0.0,0.851180520279431,False,0.0,-0.73,0.0,2.5490066708413357,1.5714285534693881,-1.7130546791445296,False,False,3.2863353450309964,0.851180520279431,True,0.0,False,4
608,Dmitri Volkov,-1.1,2.56,-0.072,3.350653228392662,0.7307692262721893,-0.34352369326070353,False,False,0.3651483716701107,2.7497178031042337,False,3.65,0.37,0.95,3.350653228392662,0.833333325925926,-0.34352369326070353,False,True,4.381780460041329,2.7497178031042337,True,4.75,0.73,0.0,3.350653228392662,0.43478260567107757,-0.34352369326070353,False,True,0.0,2.7497178031042337,False,0.0,1.83,-0.146,3.350653228392662,0.0,-0.34352369326070353,False,False,0.0,2.7497178031042337,False,0.0,-1.83,-0.14599999999999996,3.350653228392662,0.7499999925,-0.34352369326070353,False,False,5.477225575051661,2.7497178031042337,True,0.0,False,4
609,Leila Moreau,1.1,0.37,2.412,3.300770665144137,0.46666666168888893,0.6825314235279798,True,True,1.4605934866804429,1.5802287404468305,False,1.1,0.73,1.096,3.300770665144137,1.1428571297959187,0.6825314235279798,False,False,4.381780460041329,1.5802287404468305,True,0.73,4.75,-0.2200000000000001,3.300770665144137,0.31818181586776856,0.6825314235279798,True,True,0.0,1.5802287404468305,False,0.0,5.11,0.29400000000000004,3.300770665144137,0.0,0.6825314235279798,True,True,0.0,1.5802287404468305,False,0.37,0.73,0.07600000000000004,3.300770665144137,0.9285714179591839,0.6825314235279798,False,False,4.381780460041329,1.5802287404468305,True,0.0,False,4
610,Marcus Whitfield,0.73,1.1,2.262,4.618406168158627,0.8571428473469389,-0.6259914828319304,False,False,-2.1908902300206643,1.1151724661843279,False,-0.37,4.02,0.584,4.618406168158627,1.2499999875,-0.6259914828319304,False,False,5.11207720338155,1.1151724661843279,True,0.73,4.02,0.03799999999999999,4.618406168158627,0.8124999918750001,-0.6259914828319304,False,False,0.0,1.1151724661843279,False,0.0,2.19,0.73,4.618406168158627,0.0,-0.6259914828319304,False,False,0.0,1.1151724661843279,False,2.19,4.02,1.61,4.618406168158627,1.3333333191111112,-0.6259914828319304,False,False,4.016632088371218,1.1151724661843279,True,0.0,False,4
611,Sana Farooqi,-1.46,4.75,-1.024,5.616906211820677,1.0588235194463669,0.14864769975272285,False,False,-2.1908902300206643,0.8555541983713377,False,2.56,4.75,-0.366,5.616906211820677,0.8749999912499999,0.14864769975272285,False,False,5.477225575051661,0.8555541983713377,True,5.11,4.75,-1.1720000000000002,5.616906211820677,1.33333330962963,0.14864769975272285,False,False,0.0,0.8555541983713377,False,0.0,4.75,-1.098,5.616906211820677,0.0,0.14864769975272285,True,True,0.0,0.8555541983713377,False,2.19,-1.83,-0.21799999999999997,5.616906211820677,1.45454543338843,0.14864769975272285,False,False,2.9211869733608857,0.8555541983713377,True,0.0,False,4
612,Dmitri Volkov,0.37,-0.73,-0.03399999999999999,5.768810757415638,1.416666647777778,0.19068642662048196,False,True,0.3651483716701107,1.5802287404468305,False,2.56,4.75,-0.7240000000000001,5.768810757415638,0.7777777708641975,0.19068642662048196,False,False,5.477225575051661,1.5802287404468305,True,5.11,2.19,0.876,5.768810757415638,0.5238095198185941,0.19068642662048196,False,False,0.0,1.5802287404468305,False,0.0,1.83,-0.406,5.768810757415638,0.0,0.19068642662048196,True,True,0.0,1.5802287404468305,False,-0.37,0.37,-0.40599999999999997,5.768810757415638,0.559999996416,0.19068642662048196,False,False,4.74692883171144,1.5802287404468305,True,0.0,False,4
613,Priya Anand,0.0,4.75,0.438,2.5028193032598978,1.095238086893424,-0.9852944978118241,False,False,0.7302967433402214,3.151673759255308,False,1.83,0.73,-2.4840000000000004,2.5028193032598978,0.809523803356009,-0.9852944978118241,False,False,5.477225575051661,3.151673759255308,True,-0.37,1.46,-0.5839999999999999,2.5028193032598978,0.8399999946240001,-0.9852944978118241,False,False,0.0,3.151673759255308,False,0.0,-1.1,-2.556,2.5028193032598978,0.0,-0.9852944978118241,False,False,0.0,3.151673759255308,False,-0.37,-0.73,-1.17,2.5028193032598978,0.772727267107438,-0.9852944978118241,False,False,5.477225575051661,3.151673759255308,True,0.0,False,4
614,Amara Chukwu,-0.37,0.0,0.512,3.59836824557984,1.0588235194463669,0.10309445171552023,False,False,-0.3651483716701107,1.8002822739898725,False,1.1,-0.56,0.952,3.59836824557984,1.1428571167346946,0.10309445171552023,False,False,5.477225575051661,1.8002822739898725,True,4.02,0.0,1.1480000000000001,3.59836824557984,0.555555550617284,0.10309445171552023,False,True,0.0,1.8002822739898725,False,0.0,0.37,0.6579999999999999,3.59836824557984,0.0,0.10309445171552023,True,True,0.0,1.8002822739898725,False,1.1,4.75,0.144,3.59836824557984,0.6111111056790124,0.10309445171552023,False,False,5.11207720338155,1.8002822739898725,True,0.0,False,4
700,Yara Haddad,-1.1,0.73,2.9219999999999997,2.218875278428204,1.5714285534693881,-1.140951765534625,False,False,-0.3651483716701107,1.931775890824536,False,5.11,4.02,0.9479999999999997,2.218875278428204,0.7391304296408319,-1.140951765534625,False,True,4.270992778072193,1.931775890824536,True,-0.37,0.0,0.732,2.218875278428204,1.1904761814058957,-1.140951765534625,False,False,0.0,1.931775890824536,False,0.0,3.29,-0.968,2.218875278428204,0.0,-1.140951765534625,False,False,0.0,1.931775890824536,False,0.0,2.19,2.776,2.218875278428204,1.1666666562962964,-1.140951765534625,False,False,5.477225575051661,1.931775890824536,True,0.0,False,5
701,Marcus Whitfield,0.37,5.48,0.14800000000000005,4.541107098276867,0.7647058751557094,-0.04205947172039637,False,False,-0.3651483716701107,2.3353102232235248,False,0.0,5.11,0.438,4.541107098276867,1.0714285591836736,-0.04205947172039637,False,False,4.74692883171144,2.3353102232235248,True,0.73,4.38,-0.21799999999999997,4.541107098276867,0.9999999900000001,-0.04205947172039637,False,False,0.0,2.3353102232235248,False,0.71,2.56,0.29400000000000004,4.541107098276867,0.0,-0.04205947172039637,False,False,0.0,2.3353102232235248,False,0.71,4.38,1.024,4.541107098276867,0.7647058751557094,-0.04205947172039637,False,False,5.477225575051661,2.3353102232235248,True,0.0,False,5
702,Marcus Whitfield,-0.73,-0.73,0.5860000000000001,0.5299555522224311,1.2666666531555557,0.308033316891437,False,False,0.7302967433402214,0.6842999806552547,True,5.48,3.29,1.0260000000000002,0.5299555522224311,1.6923076714792902,0.308033316891437,False,True,5.11207720338155,0.6842999806552547,True,0.73,0.0,0.8780000000000001,0.5299555522224311,0.7499999940000001,0.308033316891437,False,True,0.0,0.6842999806552547,False,0.0,2.19,1.5,0.5299555522224311,0.0,0.308033316891437,True,True,0.0,0.6842999806552547,False,0.71,0.37,1.166,0.5299555522224311,0.9473684130747924,0.308033316891437,False,True,-2.1908902300206643,0.6842999806552547,False,0.0,False,5
703,Tobias Lindqvist,-1.83,-0.73,-0.292,6.240085868410973,1.7499999766666672,-0.4829934147933561,False,False,-0.3651483716701107,2.789538700193163,False,0.73,5.11,-0.14800000000000005,6.240085868410973,1.812499981875,-0.4829934147933561,False,False,5.477225575051661,2.789538700193163,True,3.29,1.1,-0.7340000000000001,6.240085868410973,0.9090909024793388,-0.4829934147933561,False,False,0.0,2.789538700193163,False,0.71,0.37,0.146,6.240085868410973,0.0,-0.4829934147933561,False,False,0.0,2.789538700193163,False,1.1,5.11,0.0,6.240085868410973,1.4999999828571433,-0.4829934147933561,False,False,5.477225575051661,2.789538700193163,True,0.0,False,5
704,Yara Haddad,-1.13,-2.19,0.506,1.5978826037302776,0.5263157850415513,0.37011704966483827,False,False,1.8257418583505538,1.931775890824536,False,5.11,-0.18,-0.916,1.5978826037302776,1.2999999792000003,0.37011704966483827,False,True,5.477225575051661,1.931775890824536,True,2.19,0.0,-0.03600000000000002,1.5978826037302776,1.0588235194463669,0.37011704966483827,False,True,0.0,1.931775890824536,False,0.71,-1.46,0.562,1.5978826037302776,0.0,0.37011704966483827,True,True,0.0,1.931775890824536,False,0.0,1.26,-0.036,1.5978826037302776,0.9333333233777779,0.37011704966483827,False,False,5.477225575051661,1.931775890824536,True,0.0,False,5
705,Priya Anand,1.83,2.33,1.076,3.228416324867489,0.7999999936000001,-0.4612270333491115,False,False,0.3651483716701107,1.6000908100167845,False,4.75,0.37,0.47400000000000003,3.228416324867489,1.2352941060207614,-0.4612270333491115,False,True,5.477225575051661,1.6000908100167845,True,2.92,0.73,0.29799999999999993,3.228416324867489,1.0526315700831026,-0.4612270333491115,False,False,0.0,1.6000908100167845,False,0.71,1.83,0.07000000000000002,3.228416324867489,0.0,-0.4612270333491115,False,False,0.0,1.6000908100167845,False,0.71,0.0,0.2899999999999999,3.228416324867489,0.9999999893333334,-0.4612270333491115,False,False,3.2863353450309964,1.6000908100167845,True,0.0,False,5
706,Dmitri Volkov,2.19,5.11,1.318,4.816017128720216,1.4444444187654326,0.08247816930306384,False,False,-1.4605934866804429,2.929256030614942,False,0.37,2.19,-0.438,4.816017128720216,0.7083333286111112,0.08247816930306384,False,False,5.477225575051661,2.929256030614942,True,3.65,4.38,1.2440000000000002,4.816017128720216,1.3999999776000003,0.08247816930306384,False,False,0.0,2.929256030614942,False,0.71,1.3,0.07400000000000002,4.816017128720216,0.0,0.08247816930306384,True,True,0.0,2.929256030614942,False,1.46,-0.56,0.072,4.816017128720216,0.9166666544444447,0.08247816930306384,False,False,5.477225575051661,2.929256030614942,True,0.0,False,5
707,Tobias Lindqvist,-0.37,-1.1,-0.512,3.3245443217994826,0.5789473635457065,-0.12724288316207577,False,False,-1.0954451150103321,3.100740844092771,False,5.11,-0.73,0.44000000000000006,3.3245443217994826,1.1176470483044985,-0.12724288316207577,False,True,5.477225575051661,3.100740844092771,True,1.46,-1.46,0.66,3.3245443217994826,0.9230769117159764,-0.12724288316207577,False,False,0.0,3.100740844092771,False,0.0,-0.37,0.2899999999999999,3.3245443217994826,0.0,-0.12724288316207577,False,False,0.0,3.100740844092771,False,0.0,1.1,0.438,3.3245443217994826,1.2666666531555557,-0.12724288316207577,False,False,5.477225575051661,3.100740844092771,True,0.0,False,5
708,Amara Chukwu,0.0,1.1,1.458,2.245348541370752,0.9130434719092629,-0.1015096485327398,False,False,0.3651483716701107,2.5474454048922044,False,-0.73,-1.46,0.364,2.245348541370752,1.2142857004081635,-0.1015096485327398,False,False,5.477225575051661,2.5474454048922044,True,5.11,-0.37,-0.2960000000000001,2.245348541370752,1.5454545229752068,-0.1015096485327398,False,True,0.0,2.5474454048922044,False,0.0,0.0,0.29400000000000004,2.245348541370752,0.0,-0.1015096485327398,False,False,0.0,2.5474454048922044,False,1.46,-0.73,1.886,2.245348541370752,1.0499999916,-0.1015096485327398,False,False,5.477225575051661,2.5474454048922044,True,0.0,False,5
